age,income,account_balance,transaction_count,gender,occupation,region
38.4,57305.7,13422.87,9,F,manager,east
40.7,85885.41,30107.36,13,M,manager,east
44.7,61827.67,14820.51,15,F,doctor,south
31.7,71301.26,17415.36,14,F,engineer,south
28.9,61497.39,15205.84,18,F,teacher,east
24.1,49990.0,23614.99,16,F,engineer,north
26.7,26371.26,36701.92,14,F,student,west
64.5,63081.84,24949.59,17,M,student,south
47.4,48365.9,20567.81,14,M,engineer,east
21.5,47994.97,9743.85,16,F,engineer,south
21.8,52515.19,30521.25,17,F,doctor,east
39.8,86172.92,17195.95,17,F,engineer,east
40.5,96072.56,26175.18,11,M,student,east
40.5,63258.12,21457.81,13,M,manager,south
32.5,53028.49,33381.77,17,F,engineer,north
33.7,42341.6,23427.64,15,M,engineer,west
38.3,67028.1,24410.74,17,M,manager,west
35.9,86743.58,29857.47,14,F,teacher,north
12.8,56289.89,46069.4,19,M,doctor,south
32.7,24315.06,33884.47,16,M,engineer,south
26.5,70050.75,24113.94,14,M,engineer,west
36.8,74781.0,25031.98,21,M,manager,north
64.9,36212.32,19751.41,22,F,teacher,north
38.7,62647.26,15500.04,5,M,engineer,north
31.9,66768.39,19472.49,13,M,engineer,east
44.2,58903.39,17278.51,14,M,doctor,west
39.8,48138.44,31533.68,15,F,manager,south
39.2,75239.06,14288.05,18,F,engineer,north
41.1,53949.3,38332.11,11,F,manager,east
55.6,37722.21,32520.46,13,F,engineer,north
23.7,29257.88,25205.02,15,F,teacher,north
39.7,78912.74,25003.19,13,F,manager,west
25.7,69249.96,19427.19,27,F,manager,west
40.6,61319.6,27700.84,19,M,engineer,west
25.8,53395.88,35880.92,18,M,engineer,south
30.8,52065.02,17968.44,14,M,engineer,south
32.0,43863.95,9666.08,12,M,manager,east
44.8,53528.17,32032.18,18,F,engineer,north
44.2,28198.69,28243.66,14,M,engineer,north
22.5,48959.05,13798.01,9,M,engineer,south
35.5,55335.94,17666.09,18,F,teacher,west
27.9,69148.2,16408.96,10,M,manager,east
22.4,59401.1,17754.68,20,F,engineer,north
32.8,71923.85,21763.17,14,F,doctor,north
31.9,80237.03,22334.53,9,M,engineer,west
59.3,75872.55,18492.06,13,M,teacher,west
39.3,67057.65,17418.36,12,F,engineer,east
21.2,60177.94,22712.16,9,M,engineer,north
29.4,45288.18,26676.92,15,F,teacher,south
45.2,71099.16,21837.03,14,M,manager,east
55.9,85196.21,36586.67,14,M,manager,west
19.1,65131.59,30080.88,20,M,teacher,north
16.2,88758.89,9091.54,8,F,engineer,east
53.7,37116.42,30237.28,17,F,engineer,north
38.9,42687.55,31055.44,19,M,doctor,south
26.3,72828.02,20652.65,17,M,student,north
40.3,63964.35,10048.02,25,F,student,west
8.6,79706.73,25080.67,16,F,doctor,south
35.0,59767.93,24922.91,18,F,teacher,south
38.3,46980.37,13783.54,14,F,manager,south
44.2,56796.1,10487.81,16,M,teacher,west
24.9,37009.74,24124.46,11,F,doctor,east
35.9,43071.14,22669.23,24,F,engineer,north
25.7,74586.66,20827.35,14,F,engineer,north
37.6,73091.81,24165.89,15,F,engineer,east
26.0,65445.06,13972.24,11,M,teacher,south
30.9,34183.84,20651.79,20,M,doctor,south
25.0,54623.95,30333.25,10,M,manager,east
41.5,41625.0,21500.3,11,F,manager,north
43.6,77648.0,8280.28,14,F,student,west
32.7,51244.17,20273.08,16,M,engineer,north
35.4,43713.78,14298.42,17,M,teacher,north
20.5,60446.94,27671.36,15,F,doctor,south
32.0,50397.68,28188.37,17,F,manager,east
34.5,82256.16,8412.25,17,M,engineer,north
61.2,48977.84,32590.13,10,F,engineer,east
23.9,39011.58,13878.14,18,M,teacher,south
49.6,27706.3,40591.82,12,F,student,north
45.0,59538.2,24512.24,14,M,student,west
37.8,51571.05,12536.07,18,F,teacher,west
52.6,38566.43,13580.14,18,F,student,east
38.7,77838.4,28480.95,13,F,engineer,west
38.9,70008.68,21087.0,13,M,teacher,north
34.5,59576.73,24033.46,12,F,manager,south
47.2,80464.89,41127.8,13,F,engineer,south
46.0,69938.04,18007.56,16,F,engineer,west
28.7,47657.16,25599.63,11,M,student,east
21.8,44411.7,39198.44,12,F,doctor,north
33.0,72269.72,27705.13,10,M,student,south
27.0,65945.5,8933.97,9,F,engineer,north
34.4,62546.22,30053.89,9,M,teacher,north
47.4,47302.53,13369.97,21,M,teacher,south
30.4,69119.21,39068.08,18,F,student,south
34.6,48667.52,16771.32,20,M,engineer,north
35.6,58470.2,54695.1,12,F,teacher,north
43.5,81704.16,39673.76,10,F,engineer,east
12.5,50087.49,17033.87,16,F,manager,east
28.9,36405.16,25200.14,22,F,engineer,south
37.1,44211.79,32536.44,18,M,engineer,east
47.0,74914.48,32836.6,12,M,teacher,north
30.1,63820.97,29423.36,15,M,teacher,north
16.2,58066.84,37521.59,12,M,engineer,west
41.2,52363.59,23770.31,9,M,engineer,south
28.6,67280.4,21332.82,15,F,student,south
23.1,47263.43,21531.36,19,F,engineer,west
28.8,64584.98,33583.73,15,M,engineer,south
33.2,49031.18,28651.81,11,M,engineer,north
29.0,46535.11,27912.84,19,F,student,west
12.9,50437.69,32952.34,11,M,engineer,north
44.0,54368.89,4489.48,14,M,manager,east
47.7,59267.55,28100.69,8,M,student,south
41.5,63531.84,27185.69,14,M,teacher,south
23.6,4674.52,41688.08,15,F,engineer,east
33.0,47885.24,9714.12,23,F,manager,south
34.9,54126.45,40571.87,20,M,manager,east
41.0,82575.93,25754.09,14,F,manager,west
41.7,43799.96,29889.9,9,M,manager,north
27.7,62441.95,41759.19,13,F,engineer,west
35.8,82425.45,30607.61,19,M,manager,north
39.6,40305.47,29003.68,11,F,engineer,north
49.6,65909.63,27422.91,15,F,doctor,west
42.0,47965.92,20165.22,15,F,doctor,south
42.9,52430.49,24715.11,17,M,engineer,north
35.8,47953.34,17844.87,12,F,engineer,east
49.1,49022.14,24554.33,14,F,engineer,south
39.1,100828.68,1640.69,10,M,teacher,south
26.4,72666.84,29290.4,13,M,student,east
49.0,76526.07,23782.63,17,M,doctor,west
42.0,67379.9,21637.96,20,M,manager,north
30.6,35906.15,27197.58,25,M,engineer,north
30.2,65924.37,10664.36,12,F,engineer,north
38.0,76093.94,44292.7,17,M,engineer,north
39.6,47199.01,23972.33,16,M,teacher,west
37.0,74479.9,23541.56,18,F,doctor,west
38.1,70565.04,15346.04,19,M,student,east
52.0,87780.6,25239.46,14,M,teacher,east
45.7,53733.25,38869.6,16,F,doctor,west
36.9,43535.84,35359.16,14,F,engineer,north
44.4,54575.58,33544.38,13,M,engineer,north
24.7,81533.56,30463.99,10,M,engineer,south
39.0,32573.91,21414.57,13,F,manager,west
53.1,28974.36,10498.37,11,M,teacher,south
32.8,61340.93,22989.61,13,F,engineer,east
26.5,53361.16,22641.29,6,F,doctor,north
28.5,60115.92,35487.94,16,F,doctor,east
24.1,74179.68,28093.9,12,M,engineer,west
27.2,51711.46,41123.12,10,M,doctor,south
31.3,31904.91,36974.89,15,M,manager,east
20.9,90667.22,20435.04,13,F,engineer,south
35.2,45041.58,7048.71,12,M,manager,east
44.0,44114.44,38855.75,17,M,engineer,south
25.9,76555.8,38593.85,16,F,manager,south
50.2,54232.66,11337.88,10,M,student,south
40.1,59049.15,40092.4,8,M,teacher,north
45.3,67241.85,28821.17,16,F,engineer,west
28.4,76253.75,26606.85,9,F,teacher,west
43.5,54998.09,41147.83,27,F,engineer,south
24.1,82799.28,38446.85,21,M,engineer,north
43.9,27963.0,31513.31,22,M,manager,east
36.7,71396.81,29732.17,19,M,engineer,south
40.5,47407.09,31163.94,20,F,engineer,south
23.2,80584.07,20999.43,13,M,manager,north
26.0,62130.67,24448.99,19,M,manager,west
41.0,49906.42,15976.83,13,M,engineer,east
25.5,69942.62,21669.6,19,F,manager,west
39.6,73397.83,21333.66,9,M,student,south
21.3,69628.41,18646.95,14,F,engineer,east
43.5,44554.56,26367.47,11,M,teacher,east
22.7,52739.74,21760.19,20,F,manager,south
40.5,59938.91,30022.35,19,F,manager,west
41.3,59381.11,8776.79,17,M,engineer,west
28.0,71246.18,23866.45,17,M,engineer,west
40.8,29776.48,26315.52,11,F,manager,east
37.6,65014.91,21893.71,19,F,student,east
29.6,55650.28,23276.07,20,M,manager,east
24.9,47422.49,9147.54,13,F,student,west
15.4,48862.7,28564.77,13,F,doctor,south
38.5,56781.94,31476.06,18,F,student,north
19.4,5983.72,29935.37,11,M,manager,east
36.0,49480.66,35387.27,19,F,student,west
32.4,46862.78,27015.3,15,M,engineer,south
41.8,67991.75,29786.81,15,M,manager,east
32.0,47917.1,26560.91,16,M,engineer,south
31.7,56773.29,31875.51,13,F,engineer,west
42.3,83134.15,9227.7,20,F,doctor,east
38.4,74915.27,16064.19,17,F,teacher,east
38.2,73534.07,40869.0,18,M,engineer,east
39.7,52501.91,395.64,12,M,student,west
19.6,68145.48,23598.22,17,M,manager,west
42.6,56491.53,36722.75,17,M,student,west
41.1,57058.6,24067.39,11,M,student,north
24.8,66145.28,20949.89,13,M,teacher,north
32.6,51045.1,26294.22,15,M,engineer,west
34.6,82395.05,21468.8,22,M,engineer,west
33.7,57598.05,25308.49,14,F,doctor,south
38.3,69275.41,18166.19,18,F,doctor,north
49.3,81834.01,36086.74,17,F,teacher,south
45.8,75474.81,39232.65,20,F,teacher,south
21.9,38866.21,23666.1,23,M,engineer,east
41.2,66673.44,11135.11,15,F,teacher,north
48.3,72760.79,19761.57,16,M,engineer,north
38.9,73377.95,23160.11,27,F,student,west
45.9,43300.58,30055.39,12,M,engineer,north
55.1,50144.47,14919.87,15,F,teacher,east
45.2,74918.37,17308.38,14,F,engineer,south
37.5,48573.59,30106.76,15,F,manager,east
45.5,55504.56,34389.09,21,M,teacher,north
36.4,83638.14,18784.06,14,F,engineer,south
35.2,59283.01,11667.83,21,F,doctor,south
31.5,49098.39,57841.18,12,F,student,west
50.6,46835.74,32833.04,11,F,student,east
26.8,64990.79,22329.96,12,F,engineer,north
50.3,40002.78,33690.31,18,M,manager,west
40.0,56289.96,23755.43,18,M,engineer,north
21.0,64998.46,33671.57,15,F,engineer,west
38.7,79487.25,26593.93,16,M,teacher,north
14.0,70013.22,25912.72,17,F,engineer,south
41.3,49289.02,23864.18,14,F,manager,north
43.9,77676.29,10526.19,12,F,student,east
29.1,55507.27,44380.95,10,F,engineer,south
36.2,41464.45,15584.66,15,M,engineer,south
54.5,57419.38,11399.76,14,F,teacher,north
29.9,81572.54,22871.4,5,F,doctor,west
24.4,62478.6,15385.28,13,M,student,west
49.8,60187.83,24482.87,20,F,student,east
54.6,84558.17,31877.64,17,F,doctor,east
35.0,38529.68,34953.03,15,M,engineer,east
45.1,40716.01,33147.31,17,M,manager,north
48.4,35762.3,21943.68,11,F,engineer,west
27.6,65589.72,25495.92,16,F,student,south
30.1,62497.4,29078.79,14,F,engineer,east
47.3,83141.05,7422.13,12,M,doctor,east
51.9,63652.13,30705.85,17,F,engineer,east
40.6,53937.64,10427.01,13,F,teacher,west
26.2,60026.92,45403.47,11,F,doctor,south
54.9,61765.61,20954.85,10,F,manager,east
29.7,34923.58,23151.25,18,M,manager,east
31.6,100654.97,17302.93,12,M,doctor,north
38.4,67798.07,18700.3,15,F,engineer,south
50.5,63150.12,47740.94,14,M,student,west
43.5,69227.46,34403.7,7,F,manager,south
39.1,70641.16,9507.98,18,M,engineer,south
39.6,57891.7,40042.13,11,M,manager,south
35.4,50531.38,36932.42,13,M,student,east
40.6,68991.76,22187.88,13,F,doctor,west
9.7,65785.66,28066.97,14,F,engineer,north
32.0,47851.65,24850.56,8,M,doctor,east
37.4,81285.53,44725.8,14,F,teacher,south
23.5,64400.28,17037.1,12,M,manager,south
38.9,70947.29,26460.11,14,F,doctor,west
33.0,80878.81,20718.55,12,M,student,north
52.6,60328.33,10669.6,20,M,doctor,north
50.7,64754.28,46916.38,14,F,engineer,east
30.3,72150.41,13184.33,9,F,manager,south
33.5,49127.08,27201.29,18,M,teacher,east
34.3,60810.77,7592.99,7,F,engineer,west
30.5,61883.23,21009.29,15,M,teacher,south
37.0,45659.12,29219.69,14,M,engineer,north
27.4,94764.55,16752.66,14,F,student,north
23.7,38890.6,30868.02,10,F,doctor,north
41.2,40528.44,22309.59,17,F,manager,south
41.3,79713.4,36600.83,15,F,engineer,west
27.0,70698.99,38617.61,15,M,manager,east
44.0,44610.53,19132.55,16,M,doctor,north
28.7,69109.34,25767.33,10,M,teacher,west
37.5,82017.76,26834.54,12,F,student,north
43.2,59546.05,31193.49,13,F,teacher,east
34.7,98982.34,25143.82,16,M,manager,north
39.5,34139.07,26902.11,15,F,engineer,north
29.8,70407.35,22565.94,15,F,teacher,east
33.0,77497.93,26152.4,11,F,student,south
32.9,73370.16,37979.4,13,M,manager,east
27.5,56934.66,31460.83,13,M,doctor,south
33.2,55643.38,32012.56,12,F,student,north
19.5,66662.18,32230.7,14,M,teacher,east
30.1,72236.32,23461.91,15,M,doctor,west
32.2,69037.1,28188.27,12,M,teacher,north
32.4,75600.87,14148.26,16,M,doctor,south
32.6,44716.95,37688.08,12,M,teacher,east
34.4,56583.44,-2829.6,8,F,teacher,east
39.8,45899.76,24128.52,14,M,student,east
43.7,54208.31,36408.96,24,F,engineer,east
28.5,75228.31,11361.32,16,F,engineer,west
23.0,61619.76,28997.8,9,M,engineer,south
24.6,99102.89,18192.34,18,M,teacher,east
30.1,62901.1,21311.97,14,M,teacher,east
31.5,60895.38,34459.41,18,M,engineer,east
27.3,61592.74,26980.57,19,F,doctor,south
22.0,50432.87,4656.44,13,F,doctor,east
30.4,59132.45,15235.74,15,F,manager,east
36.8,76916.82,34753.36,14,M,student,east
41.0,61709.56,29489.43,13,F,doctor,north
29.4,48098.1,42481.36,15,F,engineer,east
30.9,46123.73,41826.48,15,M,engineer,west
25.7,53246.97,21577.55,16,M,manager,west
34.7,61107.95,50032.38,14,M,manager,east
26.5,77903.8,25244.8,8,F,engineer,east
40.7,39892.67,15373.31,10,M,engineer,north
17.1,55202.61,18663.6,11,F,manager,south
31.4,62164.65,2432.75,17,M,doctor,north
38.0,32494.41,41070.19,16,F,doctor,west
36.8,47496.03,40947.62,11,F,engineer,south
61.9,49801.67,14844.93,12,M,doctor,east
38.5,48060.44,22721.16,16,F,manager,west
25.0,62878.34,25956.08,13,M,student,west
34.0,57591.61,15396.47,19,M,manager,east
17.2,51670.71,7448.98,10,M,doctor,east
34.2,66419.44,22896.42,17,F,manager,east
26.7,85846.12,21789.21,18,F,teacher,south
44.2,84588.85,21115.89,14,F,engineer,north
29.5,31158.42,27227.16,12,M,student,north
33.8,68656.08,39295.2,12,F,doctor,north
28.6,57329.65,21969.07,13,F,doctor,west
52.4,62327.33,26704.43,11,M,student,north
31.8,54025.75,32268.71,11,M,student,east
53.3,61763.83,30541.43,18,M,doctor,north
43.1,62271.11,18855.76,15,M,engineer,west
39.8,51315.72,25963.77,17,M,teacher,south
38.7,46554.49,30475.4,13,M,student,south
38.9,53269.56,13716.49,22,M,engineer,south
15.7,63513.89,37635.39,14,F,student,west
32.2,68984.95,39315.89,8,M,engineer,north
43.5,72800.23,17772.2,11,M,doctor,west
34.5,52587.15,26936.7,14,M,doctor,east
20.9,64257.67,31422.78,17,M,engineer,north
34.5,74437.54,19543.86,16,M,student,north
52.0,77483.92,29816.14,17,F,doctor,east
47.5,59117.51,26632.56,18,M,engineer,north
34.4,56686.02,10320.82,18,F,teacher,west
44.5,62866.86,29591.61,16,F,manager,north
31.3,42754.39,13998.58,19,M,engineer,east
18.0,57095.86,34392.03,17,M,student,east
25.8,71168.8,18287.89,16,M,engineer,east
50.6,69629.21,23387.15,22,F,engineer,south
32.3,55945.99,38722.79,12,M,engineer,west
32.6,63265.77,29963.82,18,F,engineer,east
32.0,47630.24,14205.26,17,F,teacher,east
54.0,70552.38,14850.83,16,M,student,east
51.3,58832.68,19006.97,11,M,engineer,east
57.2,55860.73,28946.44,19,F,engineer,west
33.4,54574.14,28583.0,13,F,engineer,west
38.0,59056.59,16568.98,19,M,doctor,north
19.8,53281.84,13327.91,13,M,manager,south
49.8,69872.15,27815.83,15,F,manager,west
23.3,54070.75,23181.4,18,F,engineer,north
37.2,83894.46,46572.16,17,M,manager,west
24.0,81978.16,25366.04,12,F,doctor,east
29.1,46626.85,43142.53,21,M,doctor,north
26.6,61045.56,13296.16,17,M,teacher,south
28.9,50240.15,9267.87,19,M,manager,south
29.6,55100.29,13799.15,12,F,teacher,west
29.5,90036.41,36891.3,9,F,engineer,south
43.3,55386.43,42561.02,19,F,teacher,south
24.0,65403.39,17178.21,11,M,teacher,west
37.2,68119.82,20394.34,16,M,engineer,north
47.2,44990.56,13310.19,13,M,doctor,east
29.9,47173.57,6883.6,16,F,student,east
27.8,41909.66,32184.12,12,M,doctor,north
32.7,46710.44,27230.2,8,M,teacher,north
46.8,17249.55,25104.88,13,M,manager,south
36.9,68168.74,10999.43,15,F,manager,north
29.7,90812.91,41399.57,18,F,teacher,south
39.8,62217.31,19966.43,22,F,doctor,east
24.0,38755.97,30336.26,15,F,manager,east
41.8,50358.35,10454.39,13,F,engineer,east
39.1,53116.85,23094.75,12,F,teacher,south
31.9,44736.23,27913.74,18,F,engineer,north
26.6,72902.74,28270.75,17,M,student,north
26.1,72153.9,26546.49,16,M,engineer,south
40.3,42668.22,29945.22,16,M,engineer,west
47.3,70876.22,13694.8,17,M,teacher,north
28.6,82902.19,26973.73,14,F,student,south
39.6,88538.37,26137.58,10,F,teacher,east
14.1,102978.18,27316.73,12,M,manager,east
29.2,46470.11,25723.45,9,M,manager,west
34.7,102363.31,12267.87,16,F,doctor,north
25.9,54686.9,11822.0,11,F,manager,north
25.6,51113.02,2857.32,13,F,engineer,south
28.3,64906.09,33175.35,20,M,student,north
37.9,51269.08,33276.58,13,F,manager,east
33.1,65985.66,33435.5,11,M,student,west
12.6,40198.84,28067.9,15,F,manager,east
13.8,56418.71,3668.81,12,F,student,north
28.9,79283.73,14732.9,15,M,engineer,north
39.6,59144.08,26704.15,20,F,teacher,west
7.5,62123.94,26355.18,16,M,teacher,south
30.0,67128.88,22772.52,14,F,engineer,west
29.7,77559.92,28689.17,21,F,manager,east
48.9,35171.63,25116.52,12,M,engineer,west
31.1,68767.86,26207.7,22,F,engineer,west
38.8,55977.91,18609.35,16,F,manager,south
36.4,62499.57,34820.11,14,F,student,east
13.7,75899.25,20692.28,23,F,manager,south
42.7,42087.2,11693.51,10,F,manager,north
37.2,44810.33,17290.01,13,F,doctor,north
40.1,30968.55,21515.34,14,F,student,south
74.3,51762.62,34940.03,18,F,teacher,north
14.2,79956.49,24577.32,13,F,student,north
52.2,58191.19,23138.52,20,M,engineer,east
32.1,39898.13,12513.37,13,F,manager,west
37.9,52714.82,32854.83,8,F,doctor,east
34.5,37682.07,18480.48,14,F,doctor,south
30.8,43122.21,23999.72,11,M,manager,north
29.3,65832.28,39801.83,30,M,manager,north
38.3,42391.9,30087.63,11,M,student,east
19.8,76689.51,8717.46,15,M,engineer,west
42.5,58933.2,7304.9,11,M,engineer,south
30.8,61283.92,24356.9,14,M,engineer,east
23.7,55824.41,12872.59,25,F,engineer,east
30.5,71592.72,31485.47,14,M,engineer,north
47.6,71747.4,25422.63,17,F,manager,south
29.6,65025.82,26653.85,13,F,teacher,east
38.6,68471.84,17932.57,17,F,manager,east
27.7,56818.65,42413.84,15,M,teacher,north
42.6,68133.05,53425.94,15,F,doctor,north
41.9,54931.83,22214.15,15,F,engineer,east
53.5,60033.47,28530.39,17,M,manager,south
33.2,55880.34,25974.17,16,M,manager,west
41.7,53141.72,22403.13,16,F,teacher,north
36.0,49663.32,16679.3,14,M,teacher,north
48.0,67015.35,14150.32,9,M,engineer,south
27.8,79659.09,13644.03,14,F,manager,west
42.5,77566.53,29052.4,12,F,manager,east
33.1,41151.52,19803.26,12,F,doctor,west
34.4,79338.05,-782.93,19,F,engineer,south
35.9,55227.62,29448.58,14,F,engineer,west
37.5,69011.0,24617.39,9,F,engineer,west
33.8,46406.77,38466.73,14,F,engineer,south
37.1,62129.7,28731.22,12,F,engineer,west
50.8,64705.85,10213.26,20,M,engineer,west
44.9,37730.93,2703.23,19,M,doctor,west
43.7,69124.01,17805.28,16,M,teacher,west
30.4,80189.03,18748.93,21,M,teacher,east
26.1,57380.28,34431.59,13,M,doctor,west
44.6,80402.52,24911.29,17,F,manager,south
43.8,57154.6,36336.88,10,M,doctor,east
49.7,72743.77,11751.67,14,M,engineer,north
29.0,26721.45,34652.64,22,F,manager,east
32.7,96281.67,32209.89,18,M,student,east
18.6,82431.87,4817.66,9,F,teacher,east
31.1,55730.62,38226.18,10,M,engineer,west
45.0,30418.66,25934.58,15,M,student,south
30.3,64320.43,28920.45,12,F,student,east
41.4,38341.12,16351.04,12,M,engineer,north
33.1,66672.8,37752.47,20,M,engineer,north
38.2,66173.49,13141.48,13,M,manager,east
23.5,45878.95,33320.92,18,F,teacher,east
35.9,76814.51,33206.07,15,F,student,north
5.1,72083.62,15258.33,9,F,engineer,north
33.1,74637.35,44833.74,16,F,student,south
18.7,60132.87,27315.28,24,F,engineer,east
47.1,38767.14,31538.93,14,M,engineer,east
42.8,74668.08,9728.79,15,M,student,north
39.7,55944.43,46177.3,8,F,engineer,east
50.2,39153.3,12754.43,20,F,engineer,south
25.5,80280.59,35248.86,14,M,student,east
52.5,91491.11,15052.28,14,F,engineer,north
44.3,59381.28,18810.11,14,M,engineer,west
32.6,92386.82,32887.54,19,F,teacher,north
46.4,61369.72,35275.53,15,F,doctor,east
23.9,54293.16,12287.16,13,M,manager,east
26.8,50543.12,35904.72,12,M,student,north
28.9,84556.24,35449.8,10,F,doctor,north
29.7,48297.84,15620.47,21,F,teacher,south
24.4,71029.04,40986.48,16,M,teacher,west
47.2,51612.54,10431.42,10,M,manager,north
32.4,53095.4,18752.27,10,F,manager,east
38.5,75453.75,29790.03,15,M,student,east
29.3,54299.45,16464.34,14,F,student,south
16.8,53928.07,27638.19,12,F,teacher,north
37.7,76992.07,27410.76,18,F,doctor,west
15.9,83960.96,23129.26,21,F,doctor,south
34.3,69670.35,33324.01,15,F,engineer,north
21.3,50178.45,22716.39,22,F,engineer,east
54.9,52340.87,27315.41,19,F,student,north
44.1,61198.73,36464.72,19,M,doctor,south
36.1,64813.95,32906.86,17,M,doctor,north
47.6,45182.01,32860.17,20,F,doctor,west
26.5,70845.57,13508.2,11,M,manager,south
40.4,61282.7,30247.93,16,F,engineer,west
37.0,34264.38,16215.01,14,F,doctor,south
37.6,46066.1,12185.85,19,M,teacher,south
47.7,52438.07,24282.94,15,M,student,west
42.3,58907.13,15957.05,18,F,doctor,south
37.9,88339.18,32906.18,21,M,student,south
18.5,63572.57,33145.35,18,F,teacher,north
25.4,47388.42,5973.74,18,M,student,west
33.8,63309.46,16716.97,12,F,student,north
35.9,54718.68,10402.13,20,F,doctor,east
23.7,64871.37,20373.71,17,F,teacher,east
59.1,68708.52,29551.76,21,M,teacher,north
50.2,78138.46,22577.12,21,F,manager,north
41.0,59635.7,19102.41,18,F,doctor,west
35.7,84584.41,38001.77,15,M,teacher,east
32.9,73620.34,1951.43,22,M,doctor,east
25.5,49388.41,37368.72,22,F,manager,south
35.8,93147.83,19557.12,19,M,engineer,north
37.6,64904.92,24218.91,16,F,engineer,east
22.6,47473.13,19726.37,12,F,engineer,east
38.3,84793.7,40428.88,18,F,engineer,east
33.4,91166.66,12690.22,15,M,teacher,south
15.9,59504.62,25117.36,8,M,manager,west
26.4,52445.25,30274.39,18,M,teacher,north
30.9,57414.38,8889.97,18,F,engineer,north
53.9,70720.98,15801.02,19,F,teacher,west
40.6,79167.85,23518.21,19,F,student,east
21.6,68557.31,16133.35,14,M,teacher,south
39.9,61525.85,16844.08,20,M,student,east
19.5,82470.18,21501.37,12,F,engineer,south
45.8,55307.45,31495.81,16,M,engineer,north
30.3,75463.79,21572.82,17,M,manager,east
34.1,55679.06,35784.26,13,M,doctor,north
48.3,66465.34,15022.42,15,M,manager,north
22.1,58296.56,12480.78,9,F,student,north
21.0,59162.22,44263.45,12,F,engineer,south
29.2,54339.2,18420.42,17,F,manager,north
45.4,80172.81,11890.88,17,M,doctor,west
19.8,49006.11,7579.46,17,M,student,east
6.7,48896.52,35751.03,20,M,teacher,south
30.5,91814.9,21586.95,16,F,engineer,east
40.5,74667.71,22462.9,14,M,doctor,west
47.0,24223.29,23407.98,21,F,student,east
30.4,51521.12,35129.43,15,F,engineer,north
30.9,32820.16,23204.7,24,F,engineer,north
46.5,45739.64,48440.54,26,M,teacher,west
16.3,12922.28,26337.61,17,F,manager,north
31.1,57945.16,35617.85,18,F,teacher,north
36.9,42870.87,33052.4,9,M,engineer,east
39.5,60898.58,24635.53,12,F,doctor,north
29.9,35623.18,19130.29,17,M,engineer,west
35.3,61243.68,28319.64,15,F,engineer,west
10.1,53776.26,30100.99,16,M,teacher,east
28.4,82529.29,19274.14,20,F,teacher,west
39.5,81170.35,26663.39,11,F,teacher,south
25.2,71780.18,37362.05,8,F,engineer,east
35.6,55100.79,45699.48,7,M,teacher,east
39.5,89780.71,33543.69,12,M,manager,north
31.6,36704.47,43627.6,17,M,teacher,west
36.7,38946.62,18706.26,13,F,doctor,west
25.4,58743.25,32018.82,14,M,engineer,west
32.9,93810.57,38385.2,15,M,engineer,east
41.1,56964.92,16036.67,11,M,student,south
36.6,57251.32,20144.1,10,M,teacher,north
29.1,38371.34,42379.05,14,F,teacher,north
37.2,74188.94,15249.01,11,F,student,north
42.1,74297.64,11588.7,19,F,manager,north
14.5,71836.13,40279.82,14,F,manager,east
46.6,50561.69,36967.63,16,F,manager,east
31.6,49399.4,29321.2,15,F,engineer,south
39.3,40603.17,24542.89,16,M,student,east
47.0,61258.09,20614.75,14,F,student,south
21.3,43793.89,27819.49,17,M,engineer,east
27.9,42338.75,40798.07,15,F,manager,west
32.1,53644.64,27385.66,15,M,teacher,east
27.2,52662.66,46669.59,12,F,manager,north
52.3,51930.32,16020.58,14,F,engineer,south
26.4,66996.67,24803.19,13,F,doctor,east
29.4,61185.72,21269.41,17,F,engineer,east
37.0,55677.66,14148.58,16,M,doctor,west
23.0,62745.19,23469.16,18,M,engineer,north
31.0,45127.09,29173.29,16,F,teacher,south
38.2,61579.18,30242.3,13,F,manager,north
31.7,62259.04,46704.52,11,M,student,east
34.1,37454.3,29644.67,16,F,engineer,east
29.7,74935.41,36501.37,13,F,student,north
19.9,46778.49,25660.94,23,M,teacher,south
38.2,61354.65,41780.56,10,M,manager,east
52.5,77466.18,48984.49,15,M,doctor,west
35.2,73885.15,30310.85,13,M,student,south
37.3,60515.0,15073.41,16,F,manager,north
41.9,54562.51,19511.95,18,F,doctor,south
22.3,74212.68,27819.34,16,F,teacher,south
52.0,70120.42,29564.98,13,F,student,east
37.0,50724.52,31984.25,10,M,manager,south
51.3,48076.6,29601.98,17,F,teacher,east
27.7,28914.67,25069.85,9,F,engineer,west
53.2,62310.48,18638.02,10,M,manager,north
42.8,58759.53,29011.38,14,F,student,west
40.5,77042.87,43549.87,18,M,engineer,west
37.3,65385.83,35199.29,11,M,student,south
32.5,80013.44,30347.04,16,M,engineer,north
47.0,49539.54,35295.67,19,M,student,west
36.4,77072.25,21289.36,19,M,manager,east
15.3,52066.25,19917.35,17,F,teacher,north
23.8,71663.94,17522.15,12,F,teacher,south
33.1,38118.62,23747.13,12,F,doctor,east
38.1,63527.03,20779.94,21,M,doctor,north
34.4,30229.68,37082.75,19,M,student,east
47.2,55992.94,20246.77,10,F,manager,east
15.5,66605.31,16972.78,14,M,doctor,west
36.4,52185.47,44425.77,18,M,student,east
16.8,44243.44,20486.25,10,M,doctor,east
42.6,72691.78,26535.28,18,F,manager,east
34.1,58448.06,29513.23,12,M,manager,south
39.2,52656.44,13633.07,22,M,student,east
