age,income,account_balance,transaction_count,gender,occupation,region,timestamp
52.6,38455.96,12870.01,13,F,engineer,east,2026-06-06 04:37:58.416996
40.1,35736.13,26788.63,6,F,doctor,south,2026-06-06 04:37:58.416996
48.5,98135.22,-1519.79,17,M,manager,south,2026-06-06 04:37:58.416996
53.3,42434.6,13578.96,8,F,manager,south,2026-06-06 04:37:58.416996
44.3,61815.76,20798.44,17,F,engineer,east,2026-06-06 04:37:58.416996
72.5,84366.37,35783.5,9,M,manager,east,2026-06-06 04:37:58.416996
40.4,47016.89,19048.88,12,M,student,south,2026-06-06 04:37:58.416996
61.9,48517.8,20160.12,12,F,engineer,north,2026-06-06 04:37:58.416996
55.7,71676.35,20944.64,14,M,manager,west,2026-06-06 04:37:58.416996
19.7,58831.73,115.75,19,F,manager,south,2026-06-06 04:37:58.416996
59.9,63912.02,29909.12,12,F,teacher,north,2026-06-06 04:37:58.416996
54.9,53552.32,29409.06,18,M,manager,north,2026-06-06 04:37:58.416996
43.4,45525.41,31773.95,11,M,engineer,west,2026-06-06 04:37:58.416996
46.4,49007.06,52070.18,16,F,manager,north,2026-06-06 04:37:58.416996
47.9,76491.57,6417.74,13,M,doctor,south,2026-06-06 04:37:58.416996
58.5,49678.86,4143.68,17,F,manager,east,2026-06-06 04:37:58.416996
37.0,62717.03,30470.41,24,M,teacher,south,2026-06-06 04:37:58.416996
61.0,37561.59,17950.13,9,M,teacher,south,2026-06-06 04:37:58.416996
29.0,91725.02,10172.46,9,F,student,west,2026-06-06 04:37:58.416996
20.9,60739.75,18609.25,22,F,student,west,2026-06-06 04:37:58.416996
49.1,61113.02,14579.88,25,M,engineer,south,2026-06-06 04:37:58.416996
57.1,71673.02,42697.32,16,M,teacher,south,2026-06-06 04:37:58.416996
39.8,46343.88,49141.75,12,M,engineer,south,2026-06-06 04:37:58.416996
14.8,76487.47,2373.26,16,F,teacher,south,2026-06-06 04:37:58.416996
24.1,27706.51,4281.41,11,M,manager,south,2026-06-06 04:37:58.416996
47.2,43940.43,12887.58,17,F,engineer,south,2026-06-06 04:37:58.416996
41.9,40577.9,13725.66,17,F,engineer,south,2026-06-06 04:37:58.416996
57.4,21149.24,12696.87,16,M,manager,west,2026-06-06 04:37:58.416996
42.9,45483.67,19669.19,8,M,manager,south,2026-06-06 04:37:58.416996
33.1,54064.87,16637.98,9,F,student,east,2026-06-06 04:37:58.416996
45.7,35381.47,5756.65,14,F,doctor,south,2026-06-06 04:37:58.416996
54.2,32782.18,9678.3,14,M,student,east,2026-06-06 04:37:58.416996
58.2,55739.35,40556.07,11,F,manager,south,2026-06-06 04:37:58.416996
40.7,53560.15,17710.62,8,M,teacher,north,2026-06-06 04:37:58.416996
42.8,50216.6,17096.43,11,M,manager,west,2026-06-06 04:37:58.416996
51.4,32209.63,3754.75,13,M,manager,east,2026-06-06 04:37:58.416996
33.0,47898.33,16441.4,18,F,teacher,east,2026-06-06 04:37:58.416996
50.8,43007.06,33530.83,11,F,teacher,west,2026-06-06 04:37:58.416996
39.2,56545.81,29146.62,17,F,manager,west,2026-06-06 04:37:58.416996
41.1,44941.02,31733.19,9,F,teacher,south,2026-06-06 04:37:58.416996
42.0,54302.43,7556.84,10,M,doctor,south,2026-06-06 04:37:58.416996
43.6,31405.28,7364.59,10,F,student,east,2026-06-06 04:37:58.416996
65.0,29856.76,35601.23,15,F,engineer,south,2026-06-06 04:37:58.416996
36.4,65035.72,31915.29,14,M,manager,north,2026-06-06 04:37:58.416996
37.0,68776.34,18898.45,13,F,student,south,2026-06-06 04:37:58.416996
59.4,47930.97,32236.48,7,F,engineer,west,2026-06-06 04:37:58.416996
47.3,55497.45,7564.04,19,M,engineer,east,2026-06-06 04:37:58.416996
51.2,46905.16,7066.38,16,F,teacher,west,2026-06-06 04:37:58.416996
29.6,74750.06,2590.47,15,F,engineer,north,2026-06-06 04:37:58.416996
45.0,51344.18,26337.65,10,F,doctor,south,2026-06-06 04:37:58.416996
51.7,46020.24,24600.61,16,F,manager,south,2026-06-06 04:37:58.416996
33.9,72393.38,15731.0,17,F,manager,west,2026-06-06 04:37:58.416996
49.5,41066.55,12635.29,12,F,engineer,north,2026-06-06 04:37:58.416996
39.5,57819.09,50974.58,14,M,teacher,east,2026-06-06 04:37:58.416996
34.3,36127.54,18890.43,10,F,manager,east,2026-06-06 04:37:58.416996
54.2,66961.89,38656.8,16,M,manager,east,2026-06-06 04:37:58.416996
55.7,69677.54,20243.82,14,M,engineer,east,2026-06-06 04:37:58.416996
43.5,31803.51,15991.45,8,M,engineer,south,2026-06-06 04:37:58.416996
47.4,28996.45,38999.91,12,F,manager,north,2026-06-06 04:37:58.416996
57.9,60193.75,31479.57,19,M,engineer,east,2026-06-06 04:37:58.416996
37.3,89934.74,21710.69,7,M,doctor,south,2026-06-06 04:37:58.416996
46.2,70911.48,35604.57,14,F,engineer,north,2026-06-06 04:37:58.416996
37.4,51177.97,52243.68,12,F,teacher,north,2026-06-06 04:37:58.416996
29.8,39622.58,13211.76,14,M,engineer,south,2026-06-06 04:37:58.416996
37.3,33109.81,27660.84,12,M,manager,south,2026-06-06 04:37:58.416996
28.5,67907.34,17089.48,6,F,manager,west,2026-06-06 04:37:58.416996
47.1,71609.93,10785.51,12,F,engineer,east,2026-06-06 04:37:58.416996
32.7,43639.13,10452.8,13,M,engineer,south,2026-06-07 04:37:58.416996
25.2,50558.89,41108.0,12,F,teacher,north,2026-06-07 04:37:58.416996
50.9,55845.21,102.87,12,F,engineer,west,2026-06-07 04:37:58.416996
50.1,87631.24,28094.31,9,M,engineer,west,2026-06-07 04:37:58.416996
38.0,56172.76,12097.08,6,F,teacher,west,2026-06-07 04:37:58.416996
50.4,37342.87,43269.94,16,M,engineer,south,2026-06-07 04:37:58.416996
32.3,34180.44,18723.08,12,F,manager,east,2026-06-07 04:37:58.416996
37.5,38597.96,17631.91,8,F,student,south,2026-06-07 04:37:58.416996
46.9,77752.4,40834.11,13,M,engineer,south,2026-06-07 04:37:58.416996
54.4,64236.53,32521.6,7,F,engineer,north,2026-06-07 04:37:58.416996
37.4,48781.11,28650.72,9,M,teacher,north,2026-06-07 04:37:58.416996
34.8,2344.66,31669.74,11,F,engineer,west,2026-06-07 04:37:58.416996
53.8,39652.62,9000.72,12,M,student,east,2026-06-07 04:37:58.416996
49.4,61191.45,30900.56,17,M,engineer,north,2026-06-07 04:37:58.416996
43.8,61339.02,19611.35,16,F,engineer,west,2026-06-07 04:37:58.416996
56.2,61182.26,26331.1,17,M,doctor,north,2026-06-07 04:37:58.416996
65.4,30748.51,27814.64,11,F,doctor,east,2026-06-07 04:37:58.416996
46.4,58186.03,8673.89,11,F,manager,east,2026-06-07 04:37:58.416996
34.9,37433.61,29125.87,11,M,student,north,2026-06-07 04:37:58.416996
48.0,55034.04,19763.71,11,M,teacher,east,2026-06-07 04:37:58.416996
32.2,41180.06,7120.94,15,M,teacher,north,2026-06-07 04:37:58.416996
56.9,74267.77,20241.21,18,M,teacher,north,2026-06-07 04:37:58.416996
33.6,61074.05,22240.3,13,M,manager,north,2026-06-07 04:37:58.416996
39.7,52421.81,29123.58,13,F,manager,south,2026-06-07 04:37:58.416996
31.9,79846.8,-6659.49,10,F,doctor,west,2026-06-07 04:37:58.416996
44.2,48295.13,26657.63,14,M,teacher,south,2026-06-07 04:37:58.416996
44.6,29528.69,15857.68,10,M,teacher,east,2026-06-07 04:37:58.416996
50.9,74005.72,31718.48,19,F,manager,north,2026-06-07 04:37:58.416996
43.4,59539.78,21977.61,4,F,manager,west,2026-06-07 04:37:58.416996
42.6,49263.81,17999.42,11,F,manager,east,2026-06-07 04:37:58.416996
35.1,43412.58,19870.0,10,M,teacher,north,2026-06-07 04:37:58.416996
38.6,64194.1,26000.92,9,M,student,east,2026-06-07 04:37:58.416996
25.3,69645.43,32894.91,11,M,engineer,north,2026-06-07 04:37:58.416996
58.7,41199.13,11306.66,11,F,doctor,north,2026-06-07 04:37:58.416996
40.9,65176.12,17876.08,14,F,manager,east,2026-06-07 04:37:58.416996
61.7,59510.91,39632.15,16,M,student,south,2026-06-07 04:37:58.416996
40.5,40070.45,17666.66,15,M,teacher,south,2026-06-07 04:37:58.416996
19.2,55069.45,26407.0,10,M,teacher,east,2026-06-07 04:37:58.416996
36.6,45160.25,7189.7,7,F,engineer,south,2026-06-07 04:37:58.416996
42.0,77326.09,1425.91,20,F,manager,north,2026-06-07 04:37:58.416996
42.8,43319.49,9517.54,12,M,engineer,south,2026-06-07 04:37:58.416996
50.1,82159.73,13721.3,16,M,teacher,north,2026-06-07 04:37:58.416996
44.1,57365.41,34478.93,13,F,student,west,2026-06-07 04:37:58.416996
38.0,23580.77,35794.32,16,F,student,south,2026-06-07 04:37:58.416996
31.0,15883.87,-1103.84,10,M,teacher,north,2026-06-07 04:37:58.416996
37.1,51245.07,15505.06,18,F,engineer,south,2026-06-07 04:37:58.416996
49.3,79005.27,30373.47,9,F,teacher,west,2026-06-07 04:37:58.416996
52.3,77151.16,20735.76,18,M,manager,south,2026-06-07 04:37:58.416996
33.9,57993.64,40054.7,5,F,manager,south,2026-06-07 04:37:58.416996
54.1,41732.77,30082.01,11,M,engineer,south,2026-06-07 04:37:58.416996
48.8,47488.62,18787.78,16,F,engineer,south,2026-06-07 04:37:58.416996
31.4,58732.3,19855.97,15,F,teacher,south,2026-06-07 04:37:58.416996
45.0,74571.52,21318.52,11,M,teacher,east,2026-06-07 04:37:58.416996
46.4,65245.6,11848.51,17,M,student,east,2026-06-07 04:37:58.416996
29.2,72429.12,33270.57,19,M,engineer,east,2026-06-07 04:37:58.416996
25.7,66586.14,30909.15,12,M,manager,south,2026-06-07 04:37:58.416996
47.7,71899.93,27451.25,15,M,student,north,2026-06-07 04:37:58.416996
36.5,14298.41,24910.9,12,M,manager,west,2026-06-07 04:37:58.416996
60.1,38933.96,9781.63,7,M,engineer,east,2026-06-07 04:37:58.416996
62.7,35113.37,28050.32,11,M,teacher,north,2026-06-07 04:37:58.416996
47.7,33402.58,23549.23,16,M,student,north,2026-06-07 04:37:58.416996
53.4,55100.26,46027.23,11,F,engineer,south,2026-06-07 04:37:58.416996
29.7,28948.97,6480.51,12,M,student,east,2026-06-07 04:37:58.416996
26.0,38012.21,13320.46,12,F,engineer,south,2026-06-07 04:37:58.416996
40.3,53223.3,2960.27,15,M,engineer,west,2026-06-07 04:37:58.416996
26.6,26135.04,19383.76,9,F,manager,south,2026-06-07 04:37:58.416996
45.7,46248.97,1109.21,15,M,manager,north,2026-06-07 04:37:58.416996
32.6,66499.17,36226.02,9,M,engineer,north,2026-06-07 04:37:58.416996
44.3,32942.48,35106.85,8,M,engineer,west,2026-06-07 04:37:58.416996
39.9,69333.38,20084.42,10,M,student,west,2026-06-07 04:37:58.416996
49.6,40488.88,9835.34,12,F,teacher,north,2026-06-07 04:37:58.416996
45.9,59889.69,3710.77,8,F,engineer,north,2026-06-07 04:37:58.416996
37.2,35088.34,13553.62,20,F,teacher,west,2026-06-07 04:37:58.416996
25.6,63160.48,29504.46,8,F,manager,north,2026-06-07 04:37:58.416996
44.0,49535.51,12555.37,10,M,student,south,2026-06-07 04:37:58.416996
21.1,63391.55,44902.91,13,F,engineer,west,2026-06-07 04:37:58.416996
57.0,45186.41,39888.35,18,F,engineer,west,2026-06-07 04:37:58.416996
48.3,65009.12,22009.89,13,M,teacher,south,2026-06-07 04:37:58.416996
52.1,70244.19,16457.58,10,F,manager,south,2026-06-07 04:37:58.416996
30.4,57155.05,15169.65,13,M,manager,west,2026-06-07 04:37:58.416996
46.3,46368.25,41180.52,15,M,teacher,south,2026-06-07 04:37:58.416996
34.0,50793.49,14119.66,15,M,engineer,south,2026-06-07 04:37:58.416996
43.8,32243.23,33212.43,9,M,teacher,south,2026-06-07 04:37:58.416996
30.0,58652.53,22261.51,9,F,engineer,west,2026-06-07 04:37:58.416996
41.0,66213.34,30562.75,15,F,engineer,south,2026-06-07 04:37:58.416996
25.5,83192.84,12155.23,6,F,student,south,2026-06-07 04:37:58.416996
40.1,78549.59,18004.98,11,M,teacher,south,2026-06-08 04:37:58.416996
22.3,37408.23,21709.81,6,F,manager,west,2026-06-08 04:37:58.416996
63.0,58817.93,14423.6,13,M,teacher,east,2026-06-08 04:37:58.416996
43.9,52606.25,36990.69,11,F,student,east,2026-06-08 04:37:58.416996
42.1,76923.93,12828.3,14,F,engineer,east,2026-06-08 04:37:58.416996
50.1,42234.89,15075.61,9,M,engineer,east,2026-06-08 04:37:58.416996
26.4,70805.46,38304.4,8,F,engineer,north,2026-06-08 04:37:58.416996
32.6,37233.42,35979.13,14,F,manager,west,2026-06-08 04:37:58.416996
48.4,53092.34,41055.75,13,F,teacher,east,2026-06-08 04:37:58.416996
43.9,39078.8,-899.28,17,F,student,east,2026-06-08 04:37:58.416996
33.4,19629.27,24408.67,13,M,manager,east,2026-06-08 04:37:58.416996
49.8,38720.49,23083.38,14,F,doctor,south,2026-06-08 04:37:58.416996
45.6,50364.78,15259.21,16,M,teacher,south,2026-06-08 04:37:58.416996
48.1,80671.05,25893.51,12,M,teacher,east,2026-06-08 04:37:58.416996
46.7,35427.67,18142.7,10,M,engineer,south,2026-06-08 04:37:58.416996
33.8,44096.86,23943.91,7,F,teacher,south,2026-06-08 04:37:58.416996
41.1,29073.72,62822.51,15,M,engineer,east,2026-06-08 04:37:58.416996
19.7,75795.02,25805.57,9,F,student,east,2026-06-08 04:37:58.416996
35.9,46711.68,26309.58,15,F,manager,west,2026-06-08 04:37:58.416996
39.1,48909.4,31854.63,12,F,manager,east,2026-06-08 04:37:58.416996
49.5,48740.78,24167.73,17,F,teacher,south,2026-06-08 04:37:58.416996
48.1,19889.72,8823.61,14,M,teacher,south,2026-06-08 04:37:58.416996
33.0,28601.1,2239.46,10,M,teacher,east,2026-06-08 04:37:58.416996
32.7,37867.92,21648.51,9,M,manager,west,2026-06-08 04:37:58.416996
57.7,66088.3,18770.67,9,F,engineer,south,2026-06-08 04:37:58.416996
38.5,10013.6,-1563.22,12,M,doctor,east,2026-06-08 04:37:58.416996
43.4,64743.52,41552.71,12,F,manager,south,2026-06-08 04:37:58.416996
51.4,61175.77,23284.04,12,F,doctor,south,2026-06-08 04:37:58.416996
41.0,22331.99,39273.24,13,F,engineer,east,2026-06-08 04:37:58.416996
40.2,49294.5,-4782.35,10,M,engineer,east,2026-06-08 04:37:58.416996
38.2,75949.49,39501.84,14,M,manager,south,2026-06-08 04:37:58.416996
35.9,35730.62,16177.54,15,M,student,west,2026-06-08 04:37:58.416996
43.7,45064.42,37109.89,14,F,student,east,2026-06-08 04:37:58.416996
20.1,104699.01,24578.42,12,F,manager,east,2026-06-08 04:37:58.416996
37.7,60866.16,27439.08,13,F,student,south,2026-06-08 04:37:58.416996
48.5,50356.11,27454.2,11,M,teacher,south,2026-06-08 04:37:58.416996
47.1,46412.94,16898.35,15,F,engineer,west,2026-06-08 04:37:58.416996
58.9,61715.07,14241.82,7,F,teacher,east,2026-06-08 04:37:58.416996
52.0,67328.35,17666.08,18,M,doctor,west,2026-06-08 04:37:58.416996
46.9,16196.29,4337.09,8,F,teacher,south,2026-06-08 04:37:58.416996
42.3,14789.16,16231.48,11,M,engineer,west,2026-06-08 04:37:58.416996
36.5,37035.15,13638.5,15,F,doctor,south,2026-06-08 04:37:58.416996
48.0,52230.82,4049.14,13,M,engineer,south,2026-06-08 04:37:58.416996
45.9,56360.25,27504.0,9,M,manager,south,2026-06-08 04:37:58.416996
37.5,24337.75,22092.61,11,M,engineer,west,2026-06-08 04:37:58.416996
31.6,51313.89,24952.51,8,M,student,north,2026-06-08 04:37:58.416996
41.4,53706.9,30369.41,10,F,student,south,2026-06-08 04:37:58.416996
55.9,39702.75,19145.68,12,M,student,south,2026-06-08 04:37:58.416996
43.3,45379.17,10735.4,14,F,manager,north,2026-06-08 04:37:58.416996
42.3,41922.98,25647.3,16,M,manager,east,2026-06-08 04:37:58.416996
47.1,63357.41,-13066.36,13,M,engineer,west,2026-06-08 04:37:58.416996
47.8,55123.65,20702.86,15,F,manager,south,2026-06-08 04:37:58.416996
45.0,34438.89,31182.02,17,F,manager,south,2026-06-08 04:37:58.416996
41.5,72190.84,34563.1,8,F,engineer,east,2026-06-08 04:37:58.416996
35.9,30388.73,15646.68,8,M,manager,south,2026-06-08 04:37:58.416996
54.1,24167.64,-4896.65,13,F,teacher,west,2026-06-08 04:37:58.416996
36.9,50587.29,-9599.19,8,F,teacher,south,2026-06-08 04:37:58.416996
60.9,50496.05,29656.63,8,M,engineer,west,2026-06-08 04:37:58.416996
43.9,56310.17,17752.2,8,M,manager,south,2026-06-08 04:37:58.416996
42.6,33736.22,46207.59,9,M,student,north,2026-06-08 04:37:58.416996
51.1,71075.45,5066.76,15,F,manager,east,2026-06-08 04:37:58.416996
34.2,85865.28,26108.03,9,M,teacher,west,2026-06-08 04:37:58.416996
48.9,54610.33,41948.22,12,F,student,south,2026-06-08 04:37:58.416996
43.4,60688.19,24477.54,12,F,teacher,north,2026-06-08 04:37:58.416996
46.9,16927.46,2896.78,10,M,engineer,east,2026-06-08 04:37:58.416996
33.8,47171.98,55271.34,11,M,student,south,2026-06-08 04:37:58.416996
33.7,42472.06,40967.05,15,M,manager,east,2026-06-08 04:37:58.416996
20.0,39554.12,19273.05,12,F,manager,south,2026-06-08 04:37:58.416996
36.5,43164.99,31827.45,14,F,engineer,east,2026-06-08 04:37:58.416996
35.9,44961.13,31955.93,10,F,engineer,west,2026-06-08 04:37:58.416996
34.0,28811.21,29701.25,9,M,engineer,south,2026-06-08 04:37:58.416996
40.6,46229.18,5419.06,12,F,manager,west,2026-06-08 04:37:58.416996
42.8,36249.73,25889.89,13,F,teacher,south,2026-06-08 04:37:58.416996
48.0,69190.0,39528.59,14,M,engineer,east,2026-06-08 04:37:58.416996
48.8,60945.93,28054.33,14,M,engineer,south,2026-06-08 04:37:58.416996
49.8,60970.6,26765.81,6,F,manager,north,2026-06-08 04:37:58.416996
50.3,72582.15,15558.11,16,M,teacher,east,2026-06-08 04:37:58.416996
45.3,40126.98,11152.26,10,M,student,east,2026-06-08 04:37:58.416996
42.7,59856.2,3129.79,5,M,teacher,south,2026-06-08 04:37:58.416996
53.1,74263.96,31089.58,19,F,manager,north,2026-06-08 04:37:58.416996
50.3,38869.1,19349.39,9,F,doctor,south,2026-06-08 04:37:58.416996
24.2,18474.92,5903.44,17,F,manager,north,2026-06-08 04:37:58.416996
39.9,42567.53,33716.9,13,M,engineer,south,2026-06-08 04:37:58.416996
20.4,72217.37,14957.07,10,M,manager,east,2026-06-08 04:37:58.416996
20.1,37844.75,11705.62,11,M,engineer,west,2026-06-08 04:37:58.416996
35.9,46628.21,16045.02,9,M,manager,east,2026-06-08 04:37:58.416996
40.5,40965.49,19682.93,11,F,teacher,north,2026-06-08 04:37:58.416996
36.9,51573.63,27496.26,7,M,engineer,west,2026-06-08 04:37:58.416996
20.7,36126.96,11496.24,10,M,teacher,north,2026-06-08 04:37:58.416996
51.3,28303.76,34124.49,11,F,student,east,2026-06-08 04:37:58.416996
33.5,47064.76,27810.76,15,M,engineer,south,2026-06-08 04:37:58.416996
47.9,50132.64,15824.05,10,M,engineer,east,2026-06-08 04:37:58.416996
33.8,75096.66,20082.52,9,F,doctor,south,2026-06-08 04:37:58.416996
36.0,56192.72,16928.43,14,F,manager,south,2026-06-08 04:37:58.416996
47.2,33909.13,22790.38,21,M,teacher,east,2026-06-08 04:37:58.416996
37.8,41829.73,40238.49,12,M,teacher,west,2026-06-08 04:37:58.416996
44.0,67842.87,16804.76,18,M,engineer,north,2026-06-08 04:37:58.416996
45.3,47371.31,24273.59,9,M,engineer,south,2026-06-08 04:37:58.416996
24.9,35324.08,13617.01,8,M,engineer,north,2026-06-08 04:37:58.416996
47.7,56481.92,28383.46,14,F,student,west,2026-06-08 04:37:58.416996
30.7,40782.01,25316.88,18,F,engineer,west,2026-06-08 04:37:58.416996
28.7,63606.61,37955.41,8,M,teacher,south,2026-06-08 04:37:58.416996
33.3,61533.39,12049.72,7,F,student,south,2026-06-08 04:37:58.416996
51.8,34347.16,30286.9,14,M,student,south,2026-06-08 04:37:58.416996
22.8,87129.43,37169.0,9,F,engineer,south,2026-06-09 04:37:58.416996
49.8,52786.92,16748.59,11,F,doctor,south,2026-06-09 04:37:58.416996
46.1,7052.05,20476.56,8,F,manager,south,2026-06-09 04:37:58.416996
42.9,61849.99,24288.86,8,M,engineer,north,2026-06-09 04:37:58.416996
45.0,8231.09,19161.06,9,F,manager,north,2026-06-09 04:37:58.416996
38.5,73716.94,24127.83,8,F,student,east,2026-06-09 04:37:58.416996
50.2,56027.12,30081.23,9,F,teacher,west,2026-06-09 04:37:58.416996
36.9,52368.73,20632.29,9,M,teacher,west,2026-06-09 04:37:58.416996
22.5,53476.3,20538.41,16,F,manager,east,2026-06-09 04:37:58.416996
41.1,64031.4,25199.94,12,F,manager,west,2026-06-09 04:37:58.416996
51.6,44827.21,17209.98,3,F,manager,north,2026-06-09 04:37:58.416996
47.9,53291.95,17803.44,14,M,engineer,south,2026-06-09 04:37:58.416996
63.8,55600.72,11213.68,12,M,manager,south,2026-06-09 04:37:58.416996
39.0,1612.8,21494.3,13,F,student,south,2026-06-09 04:37:58.416996
40.1,64167.46,27373.0,11,M,engineer,east,2026-06-09 04:37:58.416996
39.2,67205.85,18770.35,9,M,engineer,south,2026-06-09 04:37:58.416996
32.7,61613.75,12717.87,3,F,doctor,east,2026-06-09 04:37:58.416996
36.3,60340.91,20845.4,9,F,teacher,east,2026-06-09 04:37:58.416996
29.5,82206.14,26765.05,11,F,student,west,2026-06-09 04:37:58.416996
14.5,52677.03,23535.63,15,M,teacher,east,2026-06-09 04:37:58.416996
35.0,53296.64,48754.6,15,F,doctor,south,2026-06-09 04:37:58.416996
42.3,41731.3,14123.01,16,F,doctor,east,2026-06-09 04:37:58.416996
49.6,19022.72,20196.2,10,M,doctor,east,2026-06-09 04:37:58.416996
35.1,61712.89,31351.57,10,M,manager,east,2026-06-09 04:37:58.416996
35.2,43674.59,13663.84,7,M,doctor,south,2026-06-09 04:37:58.416996
54.4,18826.26,45138.63,14,M,engineer,north,2026-06-09 04:37:58.416996
26.0,52116.61,22055.39,9,M,manager,south,2026-06-09 04:37:58.416996
40.0,51613.47,28733.73,12,M,engineer,south,2026-06-09 04:37:58.416996
53.5,49326.98,22228.16,10,M,engineer,north,2026-06-09 04:37:58.416996
33.5,55912.04,34223.66,7,M,manager,north,2026-06-09 04:37:58.416996
23.6,25372.6,9245.87,6,F,teacher,west,2026-06-09 04:37:58.416996
62.5,71328.69,40862.17,12,M,doctor,south,2026-06-09 04:37:58.416996
51.6,61273.58,24780.63,16,F,teacher,east,2026-06-09 04:37:58.416996
52.0,75839.87,29901.51,12,F,teacher,east,2026-06-09 04:37:58.416996
40.9,43487.17,13139.5,14,F,teacher,east,2026-06-09 04:37:58.416996
49.7,61213.37,26046.92,13,F,engineer,north,2026-06-09 04:37:58.416996
12.1,19834.29,10384.12,13,M,student,east,2026-06-09 04:37:58.416996
36.8,38468.53,36107.73,8,F,doctor,east,2026-06-09 04:37:58.416996
53.4,28771.38,6522.3,17,M,teacher,west,2026-06-09 04:37:58.416996
25.2,58147.82,23850.08,12,F,manager,north,2026-06-09 04:37:58.416996
38.0,33590.16,17338.89,21,F,student,east,2026-06-09 04:37:58.416996
45.8,45597.56,3248.47,9,F,teacher,west,2026-06-09 04:37:58.416996
32.6,53398.79,10775.7,11,F,teacher,north,2026-06-09 04:37:58.416996
42.1,46135.92,27395.12,5,M,teacher,east,2026-06-09 04:37:58.416996
46.6,29779.21,11241.32,11,F,engineer,south,2026-06-09 04:37:58.416996
45.6,83099.93,13969.95,16,M,manager,south,2026-06-09 04:37:58.416996
37.2,55547.11,26480.13,7,F,doctor,west,2026-06-09 04:37:58.416996
32.1,83261.81,32978.1,8,M,engineer,south,2026-06-09 04:37:58.416996
46.8,34897.53,29929.32,10,M,student,east,2026-06-09 04:37:58.416996
46.1,46707.47,21441.08,10,M,doctor,south,2026-06-09 04:37:58.416996
45.5,55037.46,24611.67,11,F,student,north,2026-06-09 04:37:58.416996
43.4,81054.84,23424.95,8,M,doctor,west,2026-06-09 04:37:58.416996
46.1,83134.59,9563.73,8,F,doctor,south,2026-06-09 04:37:58.416996
52.5,45656.78,25353.27,10,M,teacher,south,2026-06-09 04:37:58.416996
45.7,40337.95,9456.89,11,M,teacher,south,2026-06-09 04:37:58.416996
43.2,53373.43,29371.31,15,F,engineer,south,2026-06-09 04:37:58.416996
35.7,75077.24,23621.63,15,F,student,north,2026-06-09 04:37:58.416996
58.6,55915.73,-3970.4,13,F,engineer,east,2026-06-09 04:37:58.416996
28.5,59199.33,33749.41,8,M,doctor,east,2026-06-09 04:37:58.416996
39.6,74910.3,15735.62,12,M,engineer,south,2026-06-09 04:37:58.416996
35.9,72006.75,14742.35,11,M,student,east,2026-06-09 04:37:58.416996
20.1,72702.56,33470.84,15,F,doctor,east,2026-06-09 04:37:58.416996
46.2,66196.76,20040.86,16,M,manager,west,2026-06-09 04:37:58.416996
39.6,79337.74,29168.95,16,F,doctor,west,2026-06-09 04:37:58.416996
42.4,33129.12,14159.73,9,M,manager,west,2026-06-09 04:37:58.416996
39.9,95486.73,31644.03,9,M,doctor,north,2026-06-09 04:37:58.416996
51.0,74086.46,24366.4,8,F,teacher,south,2026-06-09 04:37:58.416996
52.6,52114.45,26859.0,12,M,teacher,east,2026-06-09 04:37:58.416996
28.8,74974.87,19857.72,17,F,engineer,south,2026-06-09 04:37:58.416996
63.2,48745.96,41557.24,8,M,teacher,west,2026-06-09 04:37:58.416996
39.1,63546.86,44445.32,17,F,student,north,2026-06-09 04:37:58.416996
49.1,65655.55,-4444.61,17,F,manager,south,2026-06-09 04:37:58.416996
44.2,70518.73,33116.27,14,F,student,north,2026-06-09 04:37:58.416996
43.3,46725.86,9043.11,9,M,engineer,east,2026-06-09 04:37:58.416996
48.7,70900.9,28116.12,9,F,teacher,east,2026-06-09 04:37:58.416996
57.8,47045.77,667.89,14,M,engineer,west,2026-06-09 04:37:58.416996
51.3,68157.53,26838.86,9,F,manager,south,2026-06-09 04:37:58.416996
39.1,54678.18,11965.15,11,M,manager,east,2026-06-09 04:37:58.416996
41.0,22168.72,16494.15,12,F,manager,east,2026-06-09 04:37:58.416996
35.2,41738.33,16814.87,17,F,engineer,west,2026-06-09 04:37:58.416996
50.6,70266.21,13185.39,14,M,engineer,north,2026-06-09 04:37:58.416996
49.1,49534.29,13511.1,20,F,manager,south,2026-06-09 04:37:58.416996
37.9,76843.86,17223.83,16,M,manager,north,2026-06-09 04:37:58.416996
57.9,33160.73,20152.83,10,F,teacher,east,2026-06-09 04:37:58.416996
54.9,67530.48,25877.58,14,M,teacher,north,2026-06-09 04:37:58.416996
63.9,54144.42,44328.51,7,M,teacher,north,2026-06-09 04:37:58.416996
32.5,50557.87,10637.49,16,M,engineer,west,2026-06-09 04:37:58.416996
40.8,33790.5,23520.5,13,F,doctor,south,2026-06-09 04:37:58.416996
39.6,58780.37,31271.83,14,M,manager,west,2026-06-10 04:37:58.416996
73.2,36839.86,13493.3,11,M,teacher,south,2026-06-10 04:37:58.416996
42.1,43550.9,-5087.24,16,F,manager,east,2026-06-10 04:37:58.416996
57.2,52467.98,-911.33,9,F,engineer,east,2026-06-10 04:37:58.416996
54.4,48416.95,-4645.88,11,M,manager,south,2026-06-10 04:37:58.416996
41.0,73500.22,40481.4,13,M,teacher,north,2026-06-10 04:37:58.416996
42.7,8377.24,29369.86,8,F,student,east,2026-06-10 04:37:58.416996
48.3,51789.24,31071.7,10,M,doctor,east,2026-06-10 04:37:58.416996
